singer,title,lyric,genre
배치기,마이동풍,"내 귀를 막고 세상 닫고
내마음 한길로 내 마음을 믿고
세상 딛고 내마음 한길로
감성보다 이성이 날 앞서
낯선 이곳에서나
들춰진 내 치부를 봤어
창의력이 완전 제로
난 곧이곧대로
1은 1인 내 머리에
예술성은 없어
됐어 악써도
너는 재능 없어
애써도 넘지 못할
선이 있다 했으나
팔자가 사나워서
개버릇은 남 못 주니
오 이걸
어쩌라는 말이오
어쩌기는 어쩌겠어
저 벼랑끝에 떠밀어
내도 좀더
휘뚜루마뚜루
나름의 만발의
준비를 해
날 패대기치고
피라미 취급하는 내길에
이치를 무시하는
이들에게 외치리
날 찢고 볶고
네 까짓거 무시한다해도
내게는 씨도
안 먹히니
주저리주저리
지껄여봤자난
난 진짜 알짜배기로 살며
나는 나만의 방식으로 지탱할테요
이 우주의 축이 나요
나 비록 도태된
삶이 버린 헌신짝이라도
내가 굴할깝쇼
이 세상살이 속에서
늘 밑진다하여도
나의 마이동풍
굳게 다문 입술에
품은 배짱 하나로
오늘도 내일도 간다
풍파 속에 삶이
나를 밟고 있어도
난 그저 하하하하
다시 앞으로
운명 속 내 별도
떨어져 날 내쳐도
그 고난속에서도
음하하하하
hey
봄바람에
내 귀를 간지럽힌 자는
모두다 hands up
hey
봄바람에
내 귀를 간지럽힌 자는
모두다 hands up
그래 mommy and daddy
나를 마니엘헤니처럼
낳아주지는 않으셨지만
난 나름의 matic으로
조종하며
세상의 비포장도로
거침없이 덧칠했어
모아니면 도로
살아왔다
때로는 사랑이
날 깨고 무시의 끝에
날 대롱대롱 매달아도
절대 개의치않지
하하 같잖지
나는야 매일이 잔치
내뜻이 갈리고 내꿈이 날려도
난 다시 부푼거리로
마음에 채비를 갖춰 굳게 걸어나가
두 눈을 막는 세상 그리로
악담을 퍼붓고 더 세게 날 밟아
다시는 서지 못할 마음으로
상처를 씹어먹고 난 계속 커 갈거야
세상에 중심에 내 뜻이 설거야
나 비록 도태된
삶이 버린 헌신짝이라도
내가 굴할깝쇼
이 세상살이 속에서
늘 밑진다하여도
나의 마이동풍
굳게 다문 입술에
품은 배짱 하나로
오늘도 내일도 간다",랩/힙합
오종혁,죽을만큼,"언젠가는 다른 누군가를 만나
다시 사랑할 수 있을까
니가 아닌 사람
사랑하고 웃으며
우린 무뎌지고 또 잊혀질까
너를 지우고 또 다시 지우려
노력 하면 할수록
아픈데 너무 아픈데
미칠 것만 같은데
눈물이 내 눈물이
울고 있는 널 보면서
닦아보고 또 닦아봐도
그저 한숨만 토해내고
가슴이 내 가슴이
그댈 기억할까 봐
돌아서는 너의 걸음을
그냥 그렇게 보내주려 해

너를 잡으려 또 다시 잡으려
노력 하면 할수록
아픈데 너무 아픈데
미칠 것만 같은데
눈물이 내 눈물이
울고 있는 널 보면서
닦아보고 또 닦아봐도
그저 한숨만 토해내고
가슴이 내 가슴이
그댈 기억할까 봐
돌아서는 너의 걸음을
그냥 그렇게 보내주려 해
널 보내는 일이
쉽지는 않겠지만
시간이 지나면 지날수록
가슴에 남을까 봐
미안해 또 미안해
나 비겁한 남자라서
죽을 만큼 또 죽을 만큼
사랑했었던 기억마저
가슴이 내 가슴이
그댈 기억할까 봐
돌아서는 너의 걸음을
그냥 그렇게 보내주려 해
그냥 그렇게 보내주려 해",랩/힙합
거북이,비행기,"Yes Turtles Forth album
New mind New song
철없을 적 내 기억속에
비행기 타고가요
Yeah Let's go
파란 하늘위로 훨훨 날아가겠죠
어려서 꿈꾸었던 비행기 타고
기다리는 동안 아무말도 못해요
내 생각 말할순 없어요
모든 준비 다 끝났어
곱게 차려 입고 나선
바깥 풍경마저 들뜬 기분
때가 왔어 하늘위로
날으는 순간이야
조금은 두려워도
애써 내색 할 순 없어
이번이 처음이지만
전에 자주 비행했었잖아
친구들과 말썽장이
거북이 비행기로 올라타
준비됐나
수많은 사람들 속을 지나쳐
마지막 게이트야
나도 모르게 안절부절하고 있어
이럴 땐 침착해 좀 자연스럽게
파란 하늘위로 훨훨 날아가겠죠
어려서 꿈꾸었던 비행기 타고
기다리는 동안 아무말도 못해요
내 생각 말할순 없어요
Yes Remember
비행기를 타고 가던 너
따라가고 싶어 울었던
철없을 적 내 기억속에
비행기 타고가요
Yes Fly 다들 아무 일도 없는 듯
하늘을 나르는데 아무걱정 없는 듯
왠지 철닥서니 없었나 문득
이런 내 모습 촌스러 입 다문듯
쳐다보지 말아요
다들 처음 탈 때 이러지 않았나요
딴 데 봐요
신경 쓰지 마요
나 혼자 이런게 나 좋아요
어떤 느낌일까 정말
새들처럼 나는 기분
세상 모든 것이 점처럼
보 여 지겠지
개구쟁이 거북이
비행기로 드디어 출발한다
수많은 사람들 속을 지나쳐
마지막 게이트야
나도 모르게 안절부절하고 있어
이럴 땐 침착해 좀 자연스럽게
파란 하늘위로 훨훨 날아가겠죠
어려서 꿈꾸었던 비행기 타고
기다리는 동안 아무말도 못해요
내 생각 말할순 없어요
파란 하늘위로 훨훨 날아가겠죠
어려서 꿈꾸었던 비행기 타고
기다리는 동안 아무말도 못해요
내 생각 말할순 없어요 Yes Remember
비행기를 타고 가던 너
따라가고 싶어 울었던
철없을 적 내 기억속에
비행기 타고가요",댄스
씨야,미친 사랑의 노래,"너를 사랑한 죄로
깊은 한숨으로 하룰 보내고
입을 막아도 눈을 가려도
너 하나만 찾게 돼
애써 추억을 삼켜봐도
다시 내 가슴에 남아서
니 이름만 또 부르게 돼
니가 보고싶어
널 사랑하니까 전부니까
내 삶 널 위해 쓰고싶어
열번을 웃고 천번을 울더라도
너 하나만 사랑하고 싶어
세상 앞에 크게 소리치고 싶은데
사랑해 사랑해 널 사랑해서
오늘도 살아가
약한 가슴 때문에
니가 없이는 난 안될 것 같아
다시 생각나 다시 찾게 돼
추억이란 몹쓸 말
적은 나의 사랑 때문에
니가 너무 힘들었나봐
널 사랑했던 벌이라면
내가 다 받을께
널 사랑하니까 전부니까
내 삶 널 위해 쓰고싶어
열번을 웃고 천번을 울더라도
너 하나만 사랑하고 싶어
세상 앞에 크게 소리치고 싶은데
사랑해 사랑해 널 사랑해서
오늘도 살아가
너 없이는 하루도 자신없어
어떻게 널 잊니 어떻게 지우니 아파도
이별 앞에 웃을 수 있는건
니가 선물한 추억 때문에
사는 동안 언젠가 날 찾을지 몰라
그리워 그리워 난 그리워서
오늘도 기다려",발라드
이지혜,Love Me Love Me,"우린 너무 좋았잖아 서로 너무 잘 알잖아
그런 니가 애인보다 편했어
그러다 둘다 사랑 모두 끝나버리고
기분 전환 삼아 떠난 여행길 우

칵테일이 과했는지 분위기에 취했는지
왜 그런지 내 맘 센치해졌어
그러다 살며시 니품에 기댄 그 순간
나도 몰래 그만 입맞춘거야

어쩜 어쩜 좋니 이맘 이맘 뭐니
왜 난 설레이니 나 이러면 안되잖아 오
두근두근 되니 혹시 눈치챘니
이제 어떡하니 내 사랑이 시작되 버렸어

거기까진 좋았는데 은근슬쩍 넘겼는데
너의 눈을 바로 보기 힘들어
그대로 모른척 미소짓던 그때 그 순간
나도 몰래 그만 입맞춘거야

어쩜 어쩜 좋니 이맘 이맘 뭐니
왜 나 설레이니 너 이러면 안되잖아 오
두근두근 되니 혹시 눈치챘니
이제 어떡하니 내 사랑이 시작되 버렸어

너땜에 그랬나봐 사랑한번 못했나봐
너무나 바보같아 나 이제야 알게되
이사랑을 어떡해 hey

오 Love me Love me Love me
이제 나도 몰라
Love you Love you Love you
친구는 오늘로 끝이야",댄스
하동균,그녀를 사랑해줘요,"잠깐 기다려줄래
지금 데리러 갈게
왜 자꾸 울기만 하니
말해 말해 어디에 있니
니가 사랑하는 사람이
너를 두고 간 거니
집으로 데려다 줄게
가자 가자 바람이 차가우니까
너를 울리는 그 사람이
뭐가 그렇게 좋으니
너는 모르지 너만 모르지
너를 사랑하는 내 맘을
걸음이 느린 내가
먼저 가지 못해서
내 자릴 뺏긴 아픈 사랑을
너의 웃는 모습이
누구 보다 예쁜지
그 사람 알기나 하니
정말 정말 알고도 너를 울리니
이름 모르는 당신에게
부탁 하나만 하는데
사랑해줘요 사랑해줘요
내가 사랑하는 그녀를
당신이 나 대신에 가진
나의 그녀를
함부로 다룰 생각하면 안 돼요
사랑해줘요
내 마음도 몰라주는 그녀를
그녀가 사랑하는 사람
당신이니까
나 보다 많이 사랑해줘요
다시는 울리지는 말아요",발라드
거미,그대 돌아오면,"참 그대 차가웠죠 마지막 인사까지도
그 흔한 한마디 잘 지내란
말도 없이 돌아섰죠

그대는 괜찮나요 지금은 행복한가요
난 힘이 들어요 바보처럼 아직도
그대 생각만을 해요

빈 수화기를 들고 그대 이름 불러요
아무것도 누르지 못한 채로
그댄 그렇지 않죠 이젠 나의 얼굴도
내 목소리도 잊은거겠죠

아직 혼자 남은 추억들만 안고 살아요
우리 함께 걷던 그 거리를 혼자 걸어요
혹시 걷다 보면 나를 찾는 그대를 만나
다시 그대와 사랑하게 될까봐

그대에게 쓴 편지 보내지도 못하고
내 두손에 가만히 놓여 있죠
그댄 그렇지 않죠 나와 나눈 얘기도
기억도 모두 묻은거겠죠

아직 혼자 남은 추억들만 안고 살아요
우리 함께 걷던 그 거리를 혼자 걸어요
혹시 걷다보면 나를 찾는 그대를 만나
다시 그대와 사랑하게 될까봐

오늘 그댈 본다면 말해야 하는데
그대 찾고 있었다고
다시 나의 곁에서 떠나려고 한다면
이젠 안된다고

지친 기억들만 안은채로 살긴 싫어요
슬픈 그 거리를 그대 함께 걷고 싶어요
이런 나의 마음 그대에게 닿길 바래요
다시 그대와 사랑할 수 있도록",발라드
버즈,남자를 몰라,"매번 늦어도 이해 할게
누굴 만났니
먼저 묻지 않을게
고집스런 내 사랑
너의 말은 변명이라도
믿고 싶을테니
눈 비비는척 눈물 닦아내고
다음 약속도
잡을 이유 만들지
네 맘보다 한숨과 친해져도
널 보기위해 난 사니까
수없이 어긋난대도 기다릴게
아무리 가슴아파도 웃어볼게
떠나선 안돼
서둘러 저버리진 마
날 밀어내도
깊어지는 이 사랑을 봐
내 입을 막아도
세상이 다 아는데
왜 너만 몰라
왜 널 지킬 남자를 몰라
잊어보려고 해도 소용없어
하루도 못 가
너만 또 찾는 나인걸
혼자가 더 좋다는 슬픈 네 말
눈물이 자꾸 지워버려
수없이 어긋난대도 기다릴게
아무리 가슴아파도 웃어볼게
떠나선 안돼
서둘러 저버리진 마
날 밀어내도
깊어지는 이 사랑을 봐
내 입을 막아도
세상이 다 아는데
왜 너만 몰라
왜 널 지킬 남자를 몰라
네 맘에 누가 있든 괜찮아
한번쯤 못 이긴 척 돌아봐
보여줄게 더 많아
쉽게 보낼 수 없어
가지마
널 원해야만
견뎌내는 내 가슴이야
날마다 울어도
볼 때마다 행복해
왜 너만 몰라
왜 강한 내 사랑을 몰라",발라드
버즈,은인,"생각나니 처음 우리
너무 멋쩍게 말놓자던 그 날
손톱만 깨물었던 네 표정
지금도 눈앞에 선해
참 아꼈어 늘 좋았어
보기 아까워 눈 감기도 했지
함께라면 먼 길도 잠시야
마음만 달렸었나봐
밤마다 팔베개를 연습해
꿈에 너를 만나기위해
지난날 못 해준게 많아서
혼자 되돌리곤 해
I never think you go away in my life
어디있든 나 먼저 걱정마
넘치게 받은 사랑 남아서
아직 가슴은 부자니까
I'll never forget all your love forever
혼자 온 세상 내 은인은 너야
아파할 때도 눈물날 때도
추억의 힘으로 사니까
운도 좋아 복도 많아
친구들 모두 날 부러워했지
너를 빼면 가진게 없어도
은근히 용기가 났어
가끔은 같은 모잘 쓰자고
생각마저 같아진다고
여전히 그 약속을 난 믿어
쉽게 버릴 수 없어
I never think you go away in my life
어디있든 나 먼저 걱정마
넘치게 받은 사랑 남아서
아직 가슴은 부자니까
I'll never forget all your love forever
혼자 온 세상 내 은인은 너야
아파할 때도 눈물날 때도 추억에 사니까
고마웠어 난 행복했어
사랑으로 넓은 가슴 생겼어
널 만나면 꼭 안아줄텐데
I never think you go away in my life
멀리 숨어 미안해하지마
세상이 슬픈 장난친대도
우리 마음은 갖지못해
I'll never forget all your love forever
또 태어나도 내 은인은 너야
그리워할게 간직해둘게
이젠 네 몫까지 사랑해",발라드
김종국,편지,"마음은 넘쳐도 입술은 인색해
사랑한단 말도 지금껏 아꼈나 봐요
다 주고 싶은데 두 손이 초라해
자신 없는 마음이 자꾸 자랐나봐요

내가 가진게 없어서 많이 모자라서
좀 더 가지려고 애쓰는 동안
많이 외로웠을 텐데 불평 한마디 안하고
웃으며 나만 기다린 사람

내가 그대를 사랑합니다
감히 영원을 약속합니다
세상 어떤 말도 그대 앞에 부족하지만

나의 눈물이 말해줍니다
나의 가슴에 새겨 둡니다
내 삶의 끝까지 지워지지 않을 이름

항상 마음만 내세운 보잘것 없었던
내 사랑도 분에 넘친다면서
값진 선물이 없어도 칭찬 한마디
앞에도 행복하다며 안기던 사람

내가 그대를 사랑합니다
감히 영원을 약속합니다
세상 어떤 말도 그대 앞에 부족하지만

나의 눈물이 말해줍니다
나의 가슴에 새겨 둡니다
내 삶의 끝까지 지워지지 않을 이름

내 마음 한곳에 아련한 그리움
그대가 아닌 추억들도 참 미안합니다
구석구석 그대 없는 곳 하나 없도록
한 사람만 채우고 싶은 맘

오늘 태어난 사람입니다
다시 마음을 채워갑니다
내가 처음으로 배운 말은 그대입니다

내일 세상이 끝날 것처럼
나를 다해서 사랑합니다
내 삶의 끝까지 지워지지 않을 이름
내 마지막 사랑 그대 ",발라드
백지영,사랑 안해,"그럴려고 그랬어 돌아가려고
너의 차가움엔 그래 다 이유 있었던거야
나를 만지는 너의 손길 없어진
이제야 깨닫게 되었어 네맘 떠나간 것을

설마하는 그런 미련 때문에
그래도 나는 나를 위로해
나 이제 이러는 내가 더 가여워
이제라도 널 지울꺼야 기억의 모두를

이제 다시 사랑안해 말하는 난 너와 같은 사람
다시 만날 수가 없어서 사랑할 수 없어서
바보처럼 사랑 안해 말하는 널 사랑한다
나를 잊길바래 나를 지워줘

바보처럼 몰랐어 너희 두 사람
아직 기억하려던 그건 그래 다 욕심이야
다짐했건만 매일 아침 눈을 떠
지나간 너에게 기도해 나를 잊지 말라고

제발 지금 내가 바라는 하나
내 얘길 너무 쉽게 하진마
차라리 나를 모른다고 말해줘
시간지나 알게 될꺼야 내 사랑의 가치를

이제 다시 사랑안해
말하는 난 너와 같은 사람
다시 만날 수가 없어서 사랑할 수 없어서
바보처럼 사랑안해 말하는 널 사랑한다
나를 잊길 바래 나를 지워줘

내가 없는 내가 아닌 그 자리에 사랑 채우지마
혹시 만날 수가 있다면 사랑 할 수 있다면
아프잖아 사랑한 널 지켜보며 사랑한단
그 말 한마디를 하지 못해서",발라드
서영은,웃는거야,"거울 앞에 앉아 눈물 흘리는
날 물끄러미 쳐다보며 물었어
너 왜 그러니 아무 일도 아닌데 훌쩍이잖아

이건 네가 아냐 그런 약한 모습
혼자 모든 짐 다 진 듯 찡그린
얼굴도 보기 싫어 언제까지 너 이럴 거니

잘 생각해보면 지금 이런 두려움 따윈
짧은 생의 작은 점일 뿐
주저앉아 웅크릴 필요 없잖아

먼지처럼 툭 가볍게 다 털어낼 수 있잖아
옛일 인 듯 기억조차 없는 듯
선물 같은 내일만 생각하면서

웃는거야 그래 그렇게 늘 그래왔던 것처럼
별일 아냐 흔한 일이잖아
이젠 너 인것 같아 늘 그렇게 웃어

낯선 사람처럼 표정도 없는
날 물끄러미 쳐다보며 물었어
너 왜 그러니 아무 일도 아닌데 심각해 보여

이건 네가 아냐 그런 약한 모습
가시밭길을 걷는 듯 싸늘한
얼굴도 보긴 싫어 언제까지 너 이럴 거니

잘 생각해보면 지금 이런 두려움 따윈
짧은 생의 작은 점일 뿐
주저앉아 웅크릴 필요 없잖아

먼지처럼 툭 가볍게 다 털어낼 수 있잖아
옛일 인 듯 기억조차 없는 듯
선물 같은 내일만 생각하면서

웃는 거야 그래 그렇게
늘 그래왔던 것처럼
별일 아냐 흔한 일이잖아
이제 너 인것같아

한 걸음쯤 아니 몇 걸음
늦어도 상관없잖아
언젠가는 소중한 보석처럼
어둠에도 찬란히 빛날 테니까

웃는 거야 그래 그렇게
다시 태어난 것처럼
하루하루 숨을 쉴 때마다
잊지 말고 기억해 늘 그렇게 웃어 ",발라드
씨야,구두,"헤어지기 위해서 미워하는
연습을 했어
너를 잊기 위해서 미워하는
연습을 했어
밥보다 술을 더 많이 마시고
술로다 채워버린 쓰린속을
감싸 안은채
너 하나밖에 모르는
네 여자이니까
높은 구두를 신고 진하게
화장을 하죠
한눈에 나를 알아보라고
날보고 니가 흔들리라고
더 높은 구두를 신고
또 한번 화장을 하고
다시 나를 안아줄까봐
혹시 니가 흔들릴까봐
밥보다 술을 더 많이 마시고
술로다 채워버린 쓰린속을
감싸 안은채
너 하나밖에 모르는
네 여자이니까
높은 구두를 신고 진하게
화장을 하죠
한눈에 나를 알아보라고
날 보고 니가 흔들리라고
더 높은 구두를 신고
또 한번 화장을 하고
다시 나를 안아줄까봐
혹시 니가 흔들릴까봐
그리워 너무 그리워
그리워도 나 참아야겠지
너 하나밖에 모르는
네 여자이니까
구두를 신고
높은 구두를 신고 진하게
화장을 하죠
한눈에 나를 알아보라고
날 보고 니가 흔들리라고
더 높은 구두를 신고
또 한번 화장을 하고
다시 나를 안아줄까봐
혹시 니가 흔들릴까봐
구두를 신고
구두를 신고",발라드
씨야,여인의 향기,"잘 지내 보여요 그대 얼굴은
날 잊고 잘 사는 듯 하죠
그런 그대가 얼마나 미운지
얼마나 서운했는지
난 겁이 많아서 혼자란게 싫어서
그대 없이 난 안되네요
머리는 그댈 쉽게 잊어내도
가슴은 그댈 다시 데려오네요
사랑했었나 봐 지우지 못하나 봐
힘들었던 일들만 떠올려도
좋았던 기억만 다시 찾아와
나를 더 아프게 하죠
어떡하나요 사랑하고 싶은데
죽을 만큼 너무 보고 싶은데
세상에 가장 하고픈 말 애써
참아볼게요
가슴 아파도 나 웃네요
눈물이 많아서 가슴이 참 약해서
웃는 법도 잘 몰랐는데
그대 때문에 행복을 배웠고
그대 때문에 사랑을 알았는데
사랑했었나 봐 지우지 못하나 봐
힘들었던 일들만 떠올려도
좋았던 기억만 다시 찾아와
나를 더 아프게 하죠
어떡하나요 사랑하고 싶은데
죽을 만큼 너무 보고 싶은데
세상에 가장 하고픈 말
그대를 사랑해요
이제는 그만 됐다고
잊어줄 때도 된 것만 같다고
두 눈이 먼다면 심장이
멈추면 될까요
사랑했던 만큼 그리워한 날 만큼
그댈 보내주는 것도 힘든데
내가 얼마나 더 잊어야 하죠
얼마나 더 아파야죠
멀어져 가지만 다시는 못 보지만
그댈 위한 내 마지막 선물은
그대 편히 갈 수 있도록 애써
웃어보인 일
오늘도 그대 행복에 살죠",발라드
노을,전부 너였다,"가슴을 떼어논채
살 순 없나요
아무런 느낌도 없는 채로
눈물을 닦을 힘도 숨쉴 힘도
이제는 나 없죠
그대는 숨죽여 속으로 울겠죠
나보다 더 힘들겠죠
다음이 또 있다면
그땐 늦지 않게
마음껏 더 사랑할텐데
내가 살아온
모든 행복을 더해도
우리의 짧은 날만 못하죠
어떻게 잊을까요
어떻게 견뎌 낼까요
나는 기도해요
사랑이 우스운 나이까지
단숨에 흘러가길
수많은 사람 중 한명일 뿐인데
하나 잃었을 뿐인데
세상이 비틀대고
아무 일도 아무 생각도
난 할 수가 없죠
내가 살아온
모든 행복을 더해도
우리의 짧은 날만 못하죠
어떻게 잊을까요
어떻게 견뎌 낼까요
나는 기도해요
사랑이 우스운 나이까지
단숨에 흘러가길
바라만 봐도 좋았던 나였는데
욕심이 자라나
이렇게 벌을 받나요
보낸다는건
내가 가졌던거겠죠
한동안 내 것이던 그대죠
그렇게 잊을 게요
그렇게 견뎌 낼게요
보내고 보내도
헤어지고
다시 헤어져도
나는 또 그대겠죠",발라드
이승기,하기 힘든 말,"우리 헤어지지만
다신 너를 볼 수 없지만
마지막으로 부탁 하나 할께
눈물 맺힌 너에게
나 할 수 있는 건
편하게 너를 보내주는 일
나와 닮은 너에게
나완 다른 그에게
조금은 어색하고 하기 힘든 말
사랑한 기억도 고마운 기억도
모두 잊길 바래 내 눈물까지
아파하지 말고
돌아보지 말고
이제 행복하게만 살아줘
오래 전에 알았어
나 아닌 사람이
니 맘을 모두 가져버린 걸
나와 닮은 너에게
나완 다른 그에게
아무리 애를 써도 하기 싫은 말
사랑한 기억도 고마운 기억도
모두 잊길 바래
내 눈물까지
아파하지 말고
돌아보지 말고
이제 행복하게만 살아줘
미안해 하진마
후회하진 마
나보다 그가 훨씬 더 잘해줄꺼야
그의 품에 안겨서
까맣게 나를 잊고서
늘 웃고 사는게
날 위한 이별이니까
괜찮아질꺼야
익숙해질꺼야
혼자하는 사랑 힘이 들어도
떠나가는 너를
돌아서는 너를
몰래 내 가슴속에 두면 돼",발라드
이수영,Grace,"뚜루루 뚜루루 뚜
정말 괜찮을 거야 뚜루루 뚜
우리 바보같음에 사랑을 놓쳐도
라라 라라라라라
라라 라라라라라
괜찮아 질거야
마음 여미고 한껏 단장을 하고
그대와 갔던 거리에도 혼자서
씩씩한 걸음 살짝 붉어진 얼굴
너를 잊기 좋은 날
눈물쯤은 흘려줘도 괜찮아
라라 라라라라라
라라 라라라라라
다 슬픔 씻어 내기 위한 거니까
이젠 자유로운 내가 될거야
사랑 사랑 멀리 떠나라
내 너를 믿고 눈물 흘린 날들도
정상에 올라 너의 이름 토해내
나를 누르던 앙금같은 기억도
숨을 몰아서 힘껏 뱉어낸 오늘
너를 잊기 좋은 날
눈물쯤은 흘려줘도 괜찮아
라라 라라라라라
라라 라라라라라
다 슬픔 씻어 내기 위한 거니까
이젠 자유로운 내가 될거야
잊는것 쯤 별거 아니였지만
더 선명해진 그리움이여
어찌하나
눈물쯤은 흘려줘도 괜찮아
라라 라라라라라
라라 라라라라라
다 슬픔 씻어 내기 위한 거니까
이젠 자유로운 내가 될거야 가라
눈물쯤은 흘려줘도 괜찮아
라라 라라라라라
라라 라라라라라
다 슬픔 씻어 내기 위한 거니까
이젠 자유로운 내가 될거야
내 사랑아 멀리 떠나라
내 다시 널 붙잡지 않게",발라드
가비엔제이,눈사람,"우리 약속했는데 하얀 첫눈이 내리면
제일 먼저 달려와 안아줄거라 했는데
온세상이 하얗게 모두 변해가도록
떠나간 그대는 다시는 오지를 않고
나만 여기 이렇게 멍하니 울고있는데

이젠 두번다시 너를 사랑하지 말라고
바보처럼 나 때문에 눈물 흘리지 말라고
아무렇지도 않게 쉽게 떠나버린 널
눈사람처럼 기다리고 있어

처음 고백했는데 하얀 첫눈 내리던 날
문득 내게 달려와 사랑한다고 했는데
온 세상이 하얗게 모두 변해가도록
떠나간 그대는 다시는 오지를 않고
나만 여기 이렇게 멍하니 울고있는데

이젠 두번다시 너를 사랑하지 말라고
바보처럼 나 때문에 눈물 흘리지 말라고
아무렇지도 않게 쉽게 떠나버린 널
눈사람처럼 기다리고 있어

이제는 잊을꺼라고 몇번을 다짐하고
약속을 또 해봐도 가끔 들리는 니소식 때문에
너를 붙잡고 놓지 못해서
혹시 돌아올까 너를 기다리며
이렇게 또 하루를 보네

하루도 난 너없이 살아갈 자신 없는데
어떻게 영원히 너를 잊고 살라고 하니
이건 아닐거라고 애써 웃음 지어도
자꾸만 눈물이 내앞을 가려
두번 다시 너를 볼수 없나봐 ",발라드
플라이 투 더 스카이,남자답게,"이렇게도 약해 빠진 나라는 걸
내가 이렇게나
겁이 많은 사람인 걸
여태 몰랐어 모르고만 살았어
니가 날 떠나기 전에
매일 너를 사랑하는데
그리워 하는데 가슴을 막아도
쉴 새 없이 눈물이 흘러
태어나 처음 남자답지 못하게
얼음처럼 차가워질 심장인데
결국 이별 앞에
하찮아질 사랑인데
왜 날 원했니 내 안에 왜 살았니
헤아려 볼수록 미워
매일 너를 사랑하는데
그리워 하는데 가슴을 막아도
쉴 새 없이 눈물이 흘러
태어나 처음 남자답지 못하게
못잊어 네가 날 잊어도
나보다 더 소중한
오직 너일 테니까
널 원하고 널 사랑하고
이대로 그대로
널 기다리다가 내 삶이 멈춰도
후횐없어 살아있는 한
괜찮아 니 남자로 살다가니까",알앤비/어반
버즈,사랑은 가슴이 시킨다,"다가 온 너의 생일이
초라한 내게 부담이 되는 이 밤
날 찾는 너의 전화도
품 속에 숨긴 비겁한 내 맘
한 아름 선물 하고 싶어
하지만 주머니엔 먼지만 남아
새 하얀 편지 위에 적었어
축하해 널 사랑해
못난 내 사랑아
고작 이것밖에 못 하겠니
내 눈물들이 내게 따지듯이
내겐 너를 사랑할 자격도 없다고 하잖아
말로만 하는 사랑도
이제는 그만 멈추고 싶은 이 맘
너의 집 앞에 찾아가서
날 제발 버리라고 거짓말 해도
사랑은 머리가 아니라
가슴이 한다고 하는 너
못난 내 사랑아
고작 이것밖에 못 하겠니
내 눈물들이 내게 따지듯이
내겐 너를 사랑할 자격도 없다해도
언젠간 꼭 맘에 드는
근사한 선물을 할게 조금만 참아줘
내 눈물들이 내게 따지 듯이
내겐 너를 사랑할 자격도 없다해도
고운 내 사랑아
나를 더 견뎌낼 수 있겠니
날 믿어주면 이세상 속에서
너를 가장 행복한 여자로 만들게
for you",락
성시경,한번 더 이별,"뒤돌아 보면 너의 생각을
떠올린 게 언제였더라
숨 가쁘게 사는 건 무디게 했어
끝나지 않을 것만 같던 그리움
모른 척 너란 사람
묻어주던 친구들은
이제는 슬며시 네 안부 전하고
이젠 떨리지 않아
침착히 고개 끄덕인
나의 모습은 널 잊은 걸까
다시 못 보는 너
남의 사람인 너 견디기엔
미칠 것만 같던
이별의 그날들이 떠나가요
추억 너머 그저 기억으로만
지나간 사람으로만
이제는 너라고 말하지 않겠어요
그 어디에 살더라도
제발 나쁜 안부 안 들리게
뒤돌아 보면 그대 추억이
사라지면 비어 버리는
나의 계절들이 맘에 걸려도
그리움 멈추는 게 나는 좋아요
못 본 척 나의 눈물
가려 주던 친구들은
이제는 웃으며 그 얘길 꺼내고
나도 웃음으로
받아 줄 수 있었던 오늘
우리 한 번 더 이별할까요
다시 못 볼 그대
남의 사람 그대 견디기엔
미칠 것만 같던
이별의 그날들이 떠나가요
추억 너머 그저 기억으로만
지나간 사람으로만
이젠 그대라고도
말하지 않겠어요
이제서야 안녕
한 번도 안했던 말 안녕
다시 올 것 같던
나 혼자만의 오랜 기대였던
그 날들이 내겐 필요 했어요
많은 걸 깨닫게 했던 그 이별을
난 한번 더 오늘 할게요
그 어디에 살더라도
제발 나쁜 안부 안 들리게",발라드
빅마마,배반,"어떤 말부터 꺼내야 하니
미안하다는 그 말조차
미안할 뿐야
나쁜 여자야 나
은혜도 모르는 사람
이것밖에는 안 되는 나 인가 봐
한결같던 너의 사랑
과분 할 줄 알면서
난 어쩔 수가 없었어
돌이킬 수가 없었어
나의 마음이 자꾸 가
그 사람에게 자꾸 가
참 나쁘지 참 못됐지
미련없이 날 잊어
하지만 이것만 알아줘
이 말 하나만 믿어 줘
널 사랑한 날 동안 만큼은
진심이였어
이렇게도 나무랄 때 없이
좋은 사람을
울리고 돌아서는 죄
난 분명 벌 받을 거야
나의 마음이 자꾸 가
그 사람에게 자꾸 가
참 나쁘지 참 못됐지
미련없이 날 잊어
하지만 이것만 알아줘
이 말 하나만 믿어 줘
널 사랑한 날 동안 만큼은
진심이였어
제발 더이상 날 사랑 하지 마
나를 절대로 용서도 하지 마
아프게 해서 미안해
부디 나보다 행복해
난 못 잊어 널 못 잊어
숨이 다 할지라도
살다가 네 생각날 거야
아마 후회도 할 거야
너만 한 사람 생에
두 번은 없을 테니까",알앤비/어반
